occurrance|characterCount|wordCount
expect.v.bnc.00029863|596|107
expect.v.bnc.00030215|501|85
expect.v.bnc.00030404|187|37
expect.v.bnc.00031666|70|14
expect.v.bnc.00031891|115|25
expect.v.bnc.00033664|165|38
expect.v.bnc.00033842|108|21
expect.v.bnc.00034555|224|45
expect.v.bnc.00034608|149|28
expect.v.bnc.00035187|157|31
expect.v.bnc.00035199|181|32
expect.v.bnc.00035535|260|47
expect.v.bnc.00035975|194|40
expect.v.bnc.00036014|289|51
expect.v.bnc.00036511|147|29
expect.v.bnc.00036900|226|42
expect.v.bnc.00036918|221|40
expect.v.bnc.00038158|243|52
expect.v.bnc.00038227|112|21
expect.v.bnc.00040894|158|36
expect.v.bnc.00041181|115|22
expect.v.bnc.00041489|62|14
expect.v.bnc.00041792|185|35
expect.v.bnc.00044882|444|77
expect.v.bnc.00046052|129|23
expect.v.bnc.00046656|299|63
expect.v.bnc.00048063|276|52
expect.v.bnc.00048411|183|36
expect.v.bnc.00048456|181|37
expect.v.bnc.00048478|246|45
expect.v.bnc.00051841|448|76
expect.v.bnc.00052374|126|24
expect.v.bnc.00052466|351|62
expect.v.bnc.00054741|284|50
expect.v.bnc.00055315|391|63
expect.v.bnc.00055497|418|72
expect.v.bnc.00055793|221|35
expect.v.bnc.00057391|307|62
expect.v.bnc.00058587|142|25
expect.v.bnc.00058717|339|58
expect.v.bnc.00058718|260|46
expect.v.bnc.00059089|297|51
expect.v.bnc.00059754|247|49
expect.v.bnc.00059971|461|89
expect.v.bnc.00060110|279|55
expect.v.bnc.00062239|462|87
expect.v.bnc.00063549|317|59
expect.v.bnc.00063981|329|64
expect.v.bnc.00064260|104|25
expect.v.bnc.00064529|254|50
expect.v.bnc.00065079|234|44
expect.v.bnc.00065471|190|34
expect.v.bnc.00065869|161|35
expect.v.bnc.00066975|274|54
expect.v.bnc.00067023|146|29
expect.v.bnc.00067401|310|45
expect.v.bnc.00068917|349|62
expect.v.bnc.00068938|235|50
expect.v.bnc.00069405|377|67
expect.v.bnc.00070149|172|33
expect.v.bnc.00072163|162|32
expect.v.bnc.00072193|378|64
expect.v.bnc.00072342|221|41
expect.v.bnc.00072426|403|72
expect.v.bnc.00072439|345|58
expect.v.bnc.00072443|303|58
expect.v.bnc.00072830|283|51
expect.v.bnc.00073272|286|51
expect.v.bnc.00073292|311|51
expect.v.bnc.00074590|175|30
expect.v.bnc.00074665|223|38
expect.v.bnc.00074740|326|67
expect.v.bnc.00074838|248|44
expect.v.bnc.00074857|443|83
expect.v.bnc.00075032|319|54
expect.v.bnc.00075495|468|84
expect.v.bnc.00075701|172|35
expect.v.bnc.00075723|165|33
expect.v.bnc.00075768|407|72
expect.v.bnc.00075847|241|44
expect.v.bnc.00077497|330|63
expect.v.bnc.00077564|186|34
expect.v.bnc.00078267|208|37
expect.v.bnc.00078576|254|46
express.v.bnc.00000160|227|39
express.v.bnc.00001467|610|101
express.v.bnc.00001575|249|45
express.v.bnc.00002393|450|80
express.v.bnc.00002513|357|65
express.v.bnc.00003492|204|31
express.v.bnc.00004792|243|41
express.v.bnc.00005286|376|68
express.v.bnc.00029285|561|91
express.v.bnc.00029578|467|80
express.v.bnc.00038789|386|73
express.v.bnc.00039125|495|85
express.v.bnc.00040031|207|39
express.v.bnc.00040128|413|80
express.v.bnc.00040245|179|35
express.v.bnc.00040265|161|31
express.v.bnc.00043658|269|58
express.v.bnc.00043933|283|53
express.v.bnc.00044796|502|80
express.v.bnc.00046798|449|82
express.v.bnc.00053407|291|48
express.v.bnc.00053765|460|81
express.v.bnc.00054044|320|48
express.v.bnc.00056037|533|91
express.v.bnc.00056215|384|70
express.v.bnc.00056229|344|59
express.v.bnc.00056432|343|61
express.v.bnc.00056831|294|54
express.v.bnc.00057212|551|105
express.v.bnc.00057307|400|72
express.v.bnc.00057639|188|35
express.v.bnc.00060738|431|82
express.v.bnc.00065314|245|47
express.v.bnc.00067968|280|55
express.v.bnc.00068448|417|72
express.v.bnc.00069159|230|43
express.v.bnc.00069177|240|38
express.v.bnc.00071452|657|115
express.v.bnc.00072126|399|67
express.v.bnc.00083192|340|62
express.v.bnc.00083207|401|72
express.v.bnc.00085593|250|43
express.v.bnc.00091297|324|60
express.v.bnc.00094060|352|67
express.v.bnc.00095618|284|54
express.v.bnc.00096212|263|49
express.v.bnc.00097906|492|86
express.v.bnc.00098294|437|76
express.v.bnc.00098339|363|59
express.v.bnc.00100357|376|62
express.v.bnc.00103361|284|50
express.v.bnc.00104429|338|57
express.v.bnc.00105071|241|45
express.v.bnc.00106557|186|29
express.v.bnc.00108447|352|67
express.v.bnc.00108893|379|71
express.v.bnc.00112003|432|70
express.v.bnc.00112140|248|38
express.v.bnc.00112811|444|77
express.v.bnc.00116343|336|54
express.v.bnc.00117369|204|36
express.v.bnc.00117468|233|41
express.v.bnc.00117627|430|75
express.v.bnc.00117641|141|24
express.v.bnc.00120631|357|67
express.v.bnc.00122702|395|70
express.v.bnc.00127276|311|56
express.v.bnc.00128315|412|70
express.v.bnc.00128417|331|53
express.v.bnc.00130486|343|63
express.v.bnc.00132412|298|52
express.v.bnc.00133202|284|47
express.v.bnc.00133969|249|41
express.v.bnc.00138088|344|65
express.v.bnc.00138732|706|125
express.v.bnc.00138790|494|94
express.v.bnc.00142569|827|157
express.v.bnc.00142861|284|52
express.v.bnc.00143391|519|92
express.v.bnc.00147709|559|107
express.v.bnc.00148393|527|104
express.v.bnc.00150273|257|42
express.v.bnc.00150615|480|82
express.v.bnc.00150716|524|89
express.v.bnc.00150858|397|65
express.v.bnc.00151948|1153|201
express.v.bnc.00152832|364|61
express.v.bnc.00157554|439|78
express.v.bnc.00161720|420|68
express.v.bnc.00163248|422|72
express.v.bnc.00163365|533|90
express.v.bnc.00163981|571|96
express.v.bnc.00167841|414|68
express.v.bnc.00167851|208|35
express.v.bnc.00188886|468|86
express.v.bnc.00189553|231|49
express.v.bnc.00191492|219|41
express.v.bnc.00204154|276|45
express.v.bnc.00204612|150|28
express.v.bnc.00205016|293|55
express.v.bnc.00205364|217|41
express.v.bnc.00205484|385|68
express.v.bnc.00211983|238|54
express.v.bnc.00211994|439|93
express.v.bnc.00212482|159|26
express.v.bnc.00214003|280|49
express.v.bnc.00216097|337|62
express.v.bnc.00217879|200|33
express.v.bnc.00217978|183|33
express.v.bnc.00219646|372|59
hear.v.bnc.00000400|180|36
hear.v.bnc.00000639|201|40
hear.v.bnc.00001740|159|28
hear.v.bnc.00001777|120|23
hear.v.bnc.00001895|231|44
hear.v.bnc.00001900|92|17
hear.v.bnc.00001998|470|91
hear.v.bnc.00002147|165|29
hear.v.bnc.00003357|172|33
hear.v.bnc.00004250|252|47
hear.v.bnc.00005349|422|82
hear.v.bnc.00005417|436|88
hear.v.bnc.00006138|203|41
hear.v.bnc.00006143|233|45
hear.v.bnc.00006269|187|41
hear.v.bnc.00007746|135|25
hear.v.bnc.00007749|115|25
hear.v.bnc.00009488|362|55
hear.v.bnc.00009490|345|58
hear.v.bnc.00010074|285|59
hear.v.bnc.00010508|280|56
hear.v.bnc.00010942|321|63
hear.v.bnc.00013924|376|72
hear.v.bnc.00015254|102|22
hear.v.bnc.00015273|239|49
hear.v.bnc.00015284|128|29
hear.v.bnc.00015589|226|41
hear.v.bnc.00015914|117|23
hear.v.bnc.00016310|97|19
hear.v.bnc.00017023|170|33
hear.v.bnc.00017370|159|37
hear.v.bnc.00017377|165|36
hear.v.bnc.00017510|240|55
hear.v.bnc.00017610|135|33
hear.v.bnc.00017636|61|13
hear.v.bnc.00017987|229|41
hear.v.bnc.00017998|267|55
hear.v.bnc.00018134|101|26
hear.v.bnc.00019260|107|22
hear.v.bnc.00019448|236|44
hear.v.bnc.00020179|81|18
hear.v.bnc.00020403|186|38
hear.v.bnc.00020674|140|32
hear.v.bnc.00020987|138|29
hear.v.bnc.00025553|205|39
hear.v.bnc.00027274|180|36
hear.v.bnc.00032626|102|24
hear.v.bnc.00033716|90|23
hear.v.bnc.00033721|358|72
hear.v.bnc.00034435|200|41
hear.v.bnc.00034438|279|51
hear.v.bnc.00034458|267|55
hear.v.bnc.00034769|134|24
hear.v.bnc.00035881|62|13
hear.v.bnc.00036017|422|93
hear.v.bnc.00036052|471|91
hear.v.bnc.00036216|405|77
hear.v.bnc.00036219|308|61
hear.v.bnc.00036296|178|36
hear.v.bnc.00036880|150|34
hear.v.bnc.00036928|405|77
hear.v.bnc.00037181|273|58
hear.v.bnc.00037308|172|36
hot.a.bnc.00004971|329|64
hot.a.bnc.00006142|225|43
hot.a.bnc.00006786|90|22
hot.a.bnc.00006871|220|47
hot.a.bnc.00010739|136|24
hot.a.bnc.00011851|29|6
hot.a.bnc.00012788|207|41
hot.a.bnc.00013673|167|28
hot.a.bnc.00014924|198|38
hot.a.bnc.00014929|320|58
hot.a.bnc.00015004|289|58
hot.a.bnc.00015543|89|15
hot.a.bnc.00016252|40|10
hot.a.bnc.00016477|146|29
hot.a.bnc.00016690|377|79
hot.a.bnc.00017866|213|42
hot.a.bnc.00018289|375|71
hot.a.bnc.00023064|170|29
hot.a.bnc.00023225|255|51
hot.a.bnc.00023790|418|75
hot.a.bnc.00025202|302|55
hot.a.bnc.00027280|140|29
hot.a.bnc.00030932|201|45
hot.a.bnc.00031787|161|34
hot.a.bnc.00032313|303|62
hot.a.bnc.00033067|138|30
hot.a.bnc.00033488|390|81
hot.a.bnc.00033931|141|26
hot.a.bnc.00036752|305|68
hot.a.bnc.00037453|138|30
hot.a.bnc.00037662|247|51
hot.a.bnc.00038036|312|64
hot.a.bnc.00038687|372|71
hot.a.bnc.00041722|74|17
hot.a.bnc.00042288|273|48
hot.a.bnc.00045901|107|25
hot.a.bnc.00049954|267|50
hot.a.bnc.00050199|442|80
hot.a.bnc.00050857|94|20
hot.a.bnc.00051191|196|36
hot.a.bnc.00051331|153|30
hot.a.bnc.00051898|78|16
hot.a.bnc.00055131|553|98
hot.a.bnc.00056649|183|35
hot.a.bnc.00057769|177|36
hot.a.bnc.00058577|220|37
hot.a.bnc.00059595|148|28
hot.a.bnc.00060384|287|59
hot.a.bnc.00061364|253|52
hot.a.bnc.00062843|172|36
hot.a.bnc.00064498|229|42
hot.a.bnc.00065428|204|46
hot.a.bnc.00065429|201|36
hot.a.bnc.00066001|188|33
hot.a.bnc.00074542|326|50
hot.a.bnc.00074624|235|40
hot.a.bnc.00074660|260|50
hot.a.bnc.00075375|371|68
hot.a.bnc.00075447|352|64
hot.a.bnc.00075704|126|20
hot.a.bnc.00084327|333|63
hot.a.bnc.00089123|362|66
hot.a.bnc.00089656|354|67
hot.a.bnc.00093369|262|50
hot.a.bnc.00093418|316|64
hot.a.bnc.00093419|237|50
hot.a.bnc.00094763|465|87
hot.a.bnc.00096594|328|61
hot.a.bnc.00096853|233|46
hot.a.bnc.00103697|234|46
hot.a.bnc.00109499|329|69
hot.a.bnc.00111171|329|66
hot.a.bnc.00111213|191|34
hot.a.bnc.00123795|193|39
hot.a.bnc.00124323|104|23
hot.a.bnc.00124859|120|27
hot.a.bnc.00124890|305|63
hot.a.bnc.00125209|352|72
hot.a.bnc.00125222|155|31
hot.a.bnc.00125380|294|63
hot.a.bnc.00125820|171|33
hot.a.bnc.00125830|159|35
hot.a.bnc.00129971|299|58
hot.a.bnc.00130843|200|41
hot.a.bnc.00131652|272|50
hot.a.bnc.00131761|246|41
image.n.bnc.00002029|217|40
image.n.bnc.00002376|432|82
image.n.bnc.00002922|301|53
image.n.bnc.00002938|361|71
image.n.bnc.00002992|280|50
image.n.bnc.00003847|320|63
image.n.bnc.00003853|442|83
image.n.bnc.00003870|253|49
image.n.bnc.00004230|196|40
image.n.bnc.00004969|264|48
image.n.bnc.00005356|278|55
image.n.bnc.00005407|264|49
image.n.bnc.00005541|175|30
image.n.bnc.00006062|361|65
image.n.bnc.00009568|286|55
image.n.bnc.00009625|608|120
image.n.bnc.00009829|152|31
image.n.bnc.00010130|112|23
image.n.bnc.00010481|60|12
image.n.bnc.00010670|88|19
image.n.bnc.00010733|127|27
image.n.bnc.00010743|185|38
image.n.bnc.00010906|124|28
image.n.bnc.00013178|207|35
image.n.bnc.00018406|281|52
image.n.bnc.00018505|345|63
image.n.bnc.00029868|333|63
image.n.bnc.00029956|415|76
image.n.bnc.00029960|481|86
image.n.bnc.00033130|89|21
image.n.bnc.00034782|183|35
image.n.bnc.00036083|558|113
image.n.bnc.00037227|346|65
image.n.bnc.00038319|623|118
image.n.bnc.00038420|450|85
image.n.bnc.00039028|167|29
image.n.bnc.00039142|412|74
image.n.bnc.00039354|270|51
image.n.bnc.00039611|137|27
image.n.bnc.00040264|269|51
image.n.bnc.00043588|373|62
image.n.bnc.00044373|352|57
image.n.bnc.00044391|558|97
image.n.bnc.00044394|413|71
image.n.bnc.00045380|164|34
image.n.bnc.00046798|449|82
image.n.bnc.00046825|308|54
image.n.bnc.00047587|514|94
image.n.bnc.00047890|571|105
image.n.bnc.00050176|178|31
image.n.bnc.00055141|287|53
image.n.bnc.00055339|174|26
image.n.bnc.00058654|305|57
image.n.bnc.00060619|184|32
image.n.bnc.00060638|308|54
image.n.bnc.00064783|402|80
image.n.bnc.00065777|403|79
image.n.bnc.00066163|168|28
image.n.bnc.00066186|132|21
image.n.bnc.00066662|181|33
image.n.bnc.00066672|340|64
image.n.bnc.00066759|208|41
image.n.bnc.00066761|204|43
image.n.bnc.00066779|302|57
image.n.bnc.00066781|170|29
image.n.bnc.00066788|242|45
image.n.bnc.00066791|274|50
image.n.bnc.00066792|186|32
image.n.bnc.00066794|210|33
image.n.bnc.00066798|259|55
image.n.bnc.00066801|383|76
image.n.bnc.00066805|134|24
image.n.bnc.00066807|195|33
image.n.bnc.00066808|248|44
image.n.bnc.00066813|283|53
image.n.bnc.00066817|282|49
image.n.bnc.00066828|255|44
image.n.bnc.00066831|387|70
image.n.bnc.00066832|349|67
image.n.bnc.00066836|275|54
image.n.bnc.00066840|167|31
image.n.bnc.00066868|202|38
image.n.bnc.00066870|286|49
image.n.bnc.00066871|289|51
image.n.bnc.00066872|352|73
image.n.bnc.00066874|322|61
image.n.bnc.00066921|293|56
image.n.bnc.00068547|536|86
image.n.bnc.00069286|500|90
image.n.bnc.00070402|459|87
image.n.bnc.00070702|157|35
image.n.bnc.00070721|469|84
image.n.bnc.00070925|267|52
image.n.bnc.00076226|238|43
image.n.bnc.00076236|412|81
image.n.bnc.00077479|326|60
image.n.bnc.00078601|188|34
image.n.bnc.00079015|180|29
image.n.bnc.00081205|332|60
image.n.bnc.00082009|194|34
image.n.bnc.00082691|482|90
image.n.bnc.00083139|382|69
image.n.bnc.00083537|485|88
image.n.bnc.00083568|415|83
image.n.bnc.00085537|401|77
image.n.bnc.00085539|326|64
image.n.bnc.00089199|279|48
image.n.bnc.00091058|130|25
image.n.bnc.00091679|316|66
image.n.bnc.00091931|205|35
image.n.bnc.00092230|325|61
image.n.bnc.00092387|466|81
image.n.bnc.00092457|266|44
image.n.bnc.00093203|179|40
image.n.bnc.00094194|576|100
image.n.bnc.00094208|479|87
image.n.bnc.00095568|390|70
image.n.bnc.00096939|479|88
image.n.bnc.00098041|597|110
image.n.bnc.00098053|226|40
image.n.bnc.00098109|377|72
image.n.bnc.00098928|432|78
image.n.bnc.00098949|383|66
image.n.bnc.00099660|494|79
image.n.bnc.00100081|272|52
image.n.bnc.00100391|535|96
image.n.bnc.00100550|335|54
image.n.bnc.00100668|578|103
image.n.bnc.00101323|243|42
image.n.bnc.00102231|280|51
image.n.bnc.00102933|485|78
image.n.bnc.00103440|336|67
image.n.bnc.00104643|221|42
image.n.bnc.00108393|353|61
image.n.bnc.00111477|282|47
image.n.bnc.00111682|251|50
image.n.bnc.00112870|484|86
image.n.bnc.00118324|264|45
image.n.bnc.00118393|484|95
image.n.bnc.00118434|304|59
image.n.bnc.00120032|199|38
image.n.bnc.00120513|352|59
image.n.bnc.00121837|445|81
image.n.bnc.00121847|504|87
image.n.bnc.00121852|456|82
image.n.bnc.00126617|219|37
important.a.bnc.00000241|171|33
important.a.bnc.00000847|171|35
important.a.bnc.00001301|269|51
important.a.bnc.00001429|304|47
important.a.bnc.00002177|242|40
important.a.bnc.00002684|408|82
important.a.bnc.00002992|280|50
important.a.bnc.00003436|283|47
important.a.bnc.00003451|207|34
important.a.bnc.00003568|358|65
important.a.bnc.00003609|238|43
important.a.bnc.00003853|442|83
important.a.bnc.00004000|504|85
important.a.bnc.00004519|400|72
important.a.bnc.00005508|143|28
important.a.bnc.00005607|236|43
important.a.bnc.00005645|450|80
important.a.bnc.00005666|311|58
important.a.bnc.00005893|330|61
important.a.bnc.00005952|446|84
important.a.bnc.00005995|242|47
important.a.bnc.00006009|284|54
important.a.bnc.00006311|309|55
important.a.bnc.00007015|258|46
important.a.bnc.00007191|257|45
important.a.bnc.00007196|202|39
important.a.bnc.00007304|301|60
important.a.bnc.00007496|399|75
important.a.bnc.00028612|301|53
important.a.bnc.00028676|127|24
important.a.bnc.00028786|150|27
important.a.bnc.00028790|113|23
important.a.bnc.00028851|50|11
important.a.bnc.00028921|152|28
important.a.bnc.00028948|157|26
important.a.bnc.00029063|249|47
interest.n.bnc.00000034|303|46
interest.n.bnc.00000347|221|39
interest.n.bnc.00000571|226|39
interest.n.bnc.00000714|306|57
interest.n.bnc.00000823|305|63
interest.n.bnc.00001240|455|77
interest.n.bnc.00001785|326|62
interest.n.bnc.00002363|331|67
interest.n.bnc.00002369|429|74
interest.n.bnc.00002777|395|70
interest.n.bnc.00002867|238|42
interest.n.bnc.00002965|408|73
interest.n.bnc.00003219|316|53
interest.n.bnc.00003232|207|37
interest.n.bnc.00003352|352|70
interest.n.bnc.00003382|242|46
interest.n.bnc.00003562|379|68
interest.n.bnc.00003617|259|46
interest.n.bnc.00003960|365|56
interest.n.bnc.00003988|217|39
interest.n.bnc.00004121|297|59
interest.n.bnc.00004610|257|45
interest.n.bnc.00004619|302|61
interest.n.bnc.00005206|563|108
interest.n.bnc.00005444|249|49
interest.n.bnc.00005534|295|56
interest.n.bnc.00005750|327|55
interest.n.bnc.00005895|492|88
interest.n.bnc.00007189|248|44
interest.n.bnc.00008057|301|51
interest.n.bnc.00008149|319|50
interest.n.bnc.00008176|409|67
interest.n.bnc.00008264|605|110
interest.n.bnc.00009341|345|60
interest.n.bnc.00009343|328|52
interest.n.bnc.00009356|343|59
interest.n.bnc.00009477|239|40
interest.n.bnc.00010041|159|32
interest.n.bnc.00010984|504|99
interest.n.bnc.00012182|377|74
interest.n.bnc.00012560|171|35
interest.n.bnc.00012640|46|11
interest.n.bnc.00012658|238|50
interest.n.bnc.00013190|468|82
interest.n.bnc.00013232|390|68
interest.n.bnc.00013263|616|103
interest.n.bnc.00013276|661|107
interest.n.bnc.00013277|398|69
interest.n.bnc.00013326|645|106
interest.n.bnc.00013339|625|105
interest.n.bnc.00013412|474|84
interest.n.bnc.00013644|421|71
interest.n.bnc.00013958|527|98
interest.n.bnc.00014127|113|25
interest.n.bnc.00015266|90|18
interest.n.bnc.00015872|222|40
interest.n.bnc.00018293|154|26
interest.n.bnc.00018831|396|66
interest.n.bnc.00019131|200|41
interest.n.bnc.00022786|233|42
interest.n.bnc.00022809|111|21
interest.n.bnc.00023489|336|56
interest.n.bnc.00023509|454|84
interest.n.bnc.00024209|291|52
interest.n.bnc.00024351|277|47
interest.n.bnc.00024678|287|52
interest.n.bnc.00025240|245|40
interest.n.bnc.00025660|297|51
interest.n.bnc.00025687|173|33
interest.n.bnc.00027953|110|17
interest.n.bnc.00028350|130|24
interest.n.bnc.00029123|240|38
interest.n.bnc.00029742|550|92
interest.n.bnc.00029816|555|93
interest.n.bnc.00029875|153|31
interest.n.bnc.00031776|348|61
interest.n.bnc.00036372|450|96
interest.n.bnc.00038927|195|45
interest.n.bnc.00039076|412|69
interest.n.bnc.00039126|239|44
interest.n.bnc.00039708|286|55
interest.n.bnc.00040790|41|9
interest.n.bnc.00040856|185|38
interest.n.bnc.00041041|201|37
interest.n.bnc.00044106|355|65
interest.n.bnc.00044353|346|64
interest.n.bnc.00047585|278|48
interest.n.bnc.00047925|276|59
interest.n.bnc.00048698|523|99
interest.n.bnc.00049784|250|43
interest.n.bnc.00050174|270|53
interest.n.bnc.00050468|338|61
interest.n.bnc.00051241|220|40
interest.n.bnc.00053474|562|102
interest.n.bnc.00054031|174|34
interest.n.bnc.00055519|215|39
interest.n.bnc.00055581|399|76
interest.n.bnc.00057855|318|59
interest.n.bnc.00058049|252|45
interest.n.bnc.00059141|249|45
interest.n.bnc.00059903|259|46
interest.n.bnc.00059931|522|96
interest.n.bnc.00061375|204|41
interest.n.bnc.00062254|274|51
interest.n.bnc.00063909|230|44
interest.n.bnc.00064079|246|46
interest.n.bnc.00064711|50|11
interest.n.bnc.00064724|315|63
interest.n.bnc.00066344|221|42
interest.n.bnc.00067508|346|57
interest.n.bnc.00067517|244|48
interest.n.bnc.00068271|547|89
interest.n.bnc.00068273|504|80
interest.n.bnc.00068429|266|51
interest.n.bnc.00068575|350|58
interest.n.bnc.00068617|316|54
interest.n.bnc.00068684|149|30
interest.n.bnc.00068877|758|130
interest.n.bnc.00068925|322|58
interest.n.bnc.00069064|342|64
interest.n.bnc.00069100|216|37
interest.n.bnc.00069252|225|44
interest.n.bnc.00069302|350|62
interest.n.bnc.00069357|348|54
interest.n.bnc.00069466|388|70
interest.n.bnc.00069706|247|42
interest.n.bnc.00069833|341|61
interest.n.bnc.00070146|224|41
interest.n.bnc.00070773|259|48
interest.n.bnc.00072214|314|59
interest.n.bnc.00072268|305|52
interest.n.bnc.00072340|169|31
interest.n.bnc.00072432|176|32
interest.n.bnc.00072604|403|75
interest.n.bnc.00073070|246|43
interest.n.bnc.00073594|456|79
interest.n.bnc.00073596|311|55
interest.n.bnc.00073597|391|68
interest.n.bnc.00073604|259|47
interest.n.bnc.00073610|458|82
interest.n.bnc.00074119|622|93
interest.n.bnc.00075468|405|73
interest.n.bnc.00075762|322|66
interest.n.bnc.00075956|332|56
interest.n.bnc.00075982|400|69
interest.n.bnc.00076038|594|102
interest.n.bnc.00076045|307|56
interest.n.bnc.00076087|436|72
interest.n.bnc.00076192|327|56
interest.n.bnc.00076357|214|36
interest.n.bnc.00077236|457|80
interest.n.bnc.00077798|430|77
interest.n.bnc.00077801|189|35
interest.n.bnc.00077806|384|68
interest.n.bnc.00077857|370|60
interest.n.bnc.00077972|194|33
interest.n.bnc.00079716|284|51
interest.n.bnc.00079731|308|56
interest.n.bnc.00080018|303|55
interest.n.bnc.00080102|179|32
interest.n.bnc.00080105|216|37
interest.n.bnc.00080139|191|33
interest.n.bnc.00080374|438|78
interest.n.bnc.00080381|255|45
interest.n.bnc.00080534|324|60
interest.n.bnc.00080695|257|41
interest.n.bnc.00081120|353|67
interest.n.bnc.00081519|252|46
interest.n.bnc.00081528|321|59
interest.n.bnc.00082674|533|97
interest.n.bnc.00084528|431|88
interest.n.bnc.00084855|342|64
interest.n.bnc.00085780|296|54
interest.n.bnc.00086124|362|70
interest.n.bnc.00086204|520|94
interest.n.bnc.00086835|300|55
interest.n.bnc.00087944|373|70
interest.n.bnc.00087993|237|45
interest.n.bnc.00088051|205|40
interest.n.bnc.00088268|318|60
interest.n.bnc.00088440|398|68
interest.n.bnc.00088848|102|22
interest.n.bnc.00090079|303|53
interest.n.bnc.00090901|415|76
interest.n.bnc.00091728|172|32
judgment.n.bnc.00039120|455|90
judgment.n.bnc.00039884|377|73
judgment.n.bnc.00065753|152|28
judgment.n.bnc.00089404|361|65
judgment.n.bnc.00089434|514|100
judgment.n.bnc.00098647|613|105
judgment.n.bnc.00100702|227|44
judgment.n.bnc.00100829|444|73
judgment.n.bnc.00109959|283|54
judgment.n.bnc.00109960|415|74
judgment.n.bnc.00114272|307|56
judgment.n.bnc.00114364|212|37
judgment.n.bnc.00116069|310|58
judgment.n.bnc.00119044|334|60
judgment.n.bnc.00139232|365|60
judgment.n.bnc.00139293|381|62
judgment.n.bnc.00139299|413|71
judgment.n.bnc.00219875|484|90
judgment.n.bnc.00219878|165|33
judgment.n.bnc.00226951|84|16
judgment.n.bnc.00236480|472|81
judgment.n.bnc.00238691|361|60
judgment.n.bnc.00242585|183|34
judgment.n.bnc.00243041|348|54
judgment.n.bnc.00247035|316|64
judgment.n.bnc.00247798|394|66
judgment.n.bnc.00273316|311|59
judgment.n.bnc.00274237|224|43
judgment.n.bnc.00281678|220|44
judgment.n.bnc.00291156|207|34
judgment.n.bnc.00291178|249|52
judgment.n.bnc.00291829|184|33
judgment.n.bnc.00331408|378|66
judgment.n.bnc.00336592|227|42
judgment.n.bnc.00343602|245|45
judgment.n.bnc.00375199|500|102
judgment.n.bnc.00375434|193|44
judgment.n.bnc.00411943|98|21
judgment.n.bnc.00423801|304|55
judgment.n.bnc.00423869|467|88
judgment.n.bnc.00423889|310|64
judgment.n.bnc.00424399|343|57
judgment.n.bnc.00443214|176|33
judgment.n.bnc.00443702|362|68
judgment.n.bnc.00446289|191|35
judgment.n.bnc.00448445|504|87
judgment.n.bnc.00461841|477|90
judgment.n.bnc.00462667|233|45
judgment.n.bnc.00476537|421|76
judgment.n.bnc.00487507|81|17
judgment.n.bnc.00487561|288|51
judgment.n.bnc.00499373|195|34
judgment.n.bnc.00505218|368|71
judgment.n.bnc.00531628|335|59
judgment.n.bnc.00532964|364|74
judgment.n.bnc.00533019|304|59
judgment.n.bnc.00541918|340|64
judgment.n.bnc.00547767|298|58
judgment.n.bnc.00564660|313|57
judgment.n.bnc.00565107|576|102
judgment.n.bnc.00571778|288|59
judgment.n.bnc.00571799|228|45
lose.v.bnc.00001170|291|54
lose.v.bnc.00002122|254|48
lose.v.bnc.00002883|362|68
lose.v.bnc.00004100|485|97
lose.v.bnc.00004711|158|28
lose.v.bnc.00005279|337|69
lose.v.bnc.00006805|297|60
lose.v.bnc.00007198|250|51
lose.v.bnc.00008363|332|50
lose.v.bnc.00008588|255|44
lose.v.bnc.00008759|462|83
lose.v.bnc.00010353|123|27
lose.v.bnc.00010747|64|10
lose.v.bnc.00012560|171|35
lose.v.bnc.00013085|542|105
lose.v.bnc.00013338|950|168
lose.v.bnc.00014185|140|32
lose.v.bnc.00014186|212|44
lose.v.bnc.00016408|67|13
lose.v.bnc.00016462|91|18
lose.v.bnc.00017575|136|28
lose.v.bnc.00018388|413|74
lose.v.bnc.00018604|287|48
lose.v.bnc.00019608|100|21
lose.v.bnc.00020332|156|32
lose.v.bnc.00020518|306|58
lose.v.bnc.00021417|103|22
lose.v.bnc.00023642|212|46
lose.v.bnc.00025075|299|52
lose.v.bnc.00025945|271|50
lose.v.bnc.00026735|496|87
lose.v.bnc.00026739|237|43
lose.v.bnc.00026740|271|50
lose.v.bnc.00029229|509|89
lose.v.bnc.00029606|637|114
lose.v.bnc.00029725|480|86
lose.v.bnc.00034569|211|38
lose.v.bnc.00034764|315|62
lose.v.bnc.00038790|340|61
lose.v.bnc.00039185|116|26
lose.v.bnc.00044106|355|65
lose.v.bnc.00044353|346|64
lose.v.bnc.00046452|141|34
lose.v.bnc.00046820|143|29
lose.v.bnc.00047898|303|56
lose.v.bnc.00048448|140|27
lose.v.bnc.00048615|253|42
lose.v.bnc.00053550|265|52
lose.v.bnc.00054118|282|50
lose.v.bnc.00056093|336|67
lose.v.bnc.00056231|405|69
lose.v.bnc.00056415|459|82
lose.v.bnc.00057501|381|66
lose.v.bnc.00058455|324|69
lose.v.bnc.00059048|158|31
lose.v.bnc.00063995|279|60
lose.v.bnc.00064341|127|29
lose.v.bnc.00064470|258|52
lose.v.bnc.00064711|50|11
lose.v.bnc.00065092|204|36
lose.v.bnc.00065812|334|71
lose.v.bnc.00071882|378|83
lose.v.bnc.00072634|362|68
lose.v.bnc.00074875|210|38
